,img_id_A,img_id_B,target,f1,f2,f3,f4,f5,f6,f7,f8,f9
1275,0353a,0353c,1,1,-1,0,0,0,0,-2,1,0
1276,1323b,1532a,0,-1,-1,0,3,0,0,-2,-1,0
1277,1325a,1325b,1,0,1,0,1,1,-1,1,2,-1
1278,1482b,1488a,0,-2,0,0,3,0,0,0,3,0
1279,1194b,1194c,1,-2,-1,1,-2,0,-1,2,-2,-1
1280,0411b,0411a,1,0,0,1,-1,2,1,-2,2,0
1281,0349a,0412b,0,0,2,0,1,2,0,-1,-1,0
1282,1531b,0451b,0,0,1,0,0,0,0,0,-3,0
1283,1521c,1485b,0,-1,0,1,-2,-2,0,0,1,-1
1284,0458a,0458c,1,0,3,0,-3,2,0,0,1,0
1285,1173c,0547c,0,-2,1,0,-1,-1,0,0,-2,0
1286,1492a,1413b,0,1,-1,-1,1,2,0,1,-1,1
1287,1461b,1461a,1,0,-1,0,-3,0,0,1,2,0
1288,0593b,0416a,0,0,0,0,-2,0,1,1,0,0
1289,1178a,1178b,1,0,0,0,0,0,0,-1,1,0
1290,1207c,1561b,0,-1,0,0,2,0,-1,0,-2,0
1291,0969a,1416c,0,0,1,0,1,1,-1,0,-1,0
1292,0457a,0457c,1,3,0,0,3,0,0,0,4,0
1293,0357a,0357c,1,-3,-3,0,0,0,-2,0,-1,-1
1294,1261b,1375a,0,0,-1,-1,-1,2,2,0,2,1
1295,0363c,0596a,0,0,0,0,-1,0,0,0,-4,-1
1296,0927c,1253b,0,1,-2,-1,1,0,1,-3,-3,0
1297,1231a,1231b,1,-2,4,0,-3,0,0,-2,-1,0
1298,0518b,1253c,0,-1,-1,0,-1,0,-1,-1,-3,-1
1299,1516a,1173c,0,0,0,1,1,-2,0,0,2,-1
1300,1365c,1196c,0,-1,1,0,1,0,0,-1,-2,0
1301,1451c,0353c,0,-1,-1,0,0,0,0,-2,0,0
1302,0488c,1308c,0,0,3,1,2,0,2,-1,-3,0
1303,1286a,1286b,1,1,3,1,1,0,-1,-1,3,0
1304,1508b,1508c,1,-1,2,1,3,0,1,-3,-2,0
1305,1314a,0556a,0,0,0,0,2,-1,1,-3,-2,0
1306,0363c,1495b,0,0,1,0,0,2,0,0,1,0
1307,0458a,1517c,0,2,0,1,1,0,2,-2,2,1
1308,0445a,0475a,0,-1,-2,1,-2,0,-1,0,-3,-1
1309,0451a,0451c,1,1,-1,-1,2,0,0,0,2,1
1310,0302a,0302b,1,2,0,0,0,0,-1,-1,1,1
1311,1465a,1465b,1,0,-2,0,0,2,1,-1,2,1
1312,1131a,1343a,0,1,3,0,1,0,0,-3,-2,0
1313,1129b,1495b,0,0,0,1,3,0,-1,0,-1,-1
1314,1533c,1358b,0,0,1,0,3,0,-2,1,0,0
1315,1517a,1517c,1,0,3,0,-2,-2,0,-2,-1,1
1316,0472b,0472c,1,1,-1,0,-3,0,0,0,-4,-1
1317,1252a,1153b,0,-2,0,1,0,2,-1,0,1,0
1318,1471b,0464a,0,-2,1,0,2,1,0,0,1,0
1319,0472c,1460b,0,0,0,-1,0,1,-1,0,0,0
1320,1538a,1538b,1,1,-1,0,3,0,0,0,-2,0
1321,0517b,0517c,1,-2,-1,-2,-4,-1,0,0,1,0
1322,1409b,0496e,0,-1,-3,0,0,0,0,0,-2,-1
1323,1477b,1477c,1,1,0,1,1,-1,1,-1,1,0
1324,0592c,1222a,0,0,3,0,0,2,-1,-2,2,1
1325,1294b,1294c,1,0,0,0,-3,2,1,0,0,0
1326,1545a,1260c,0,0,0,0,0,0,0,-1,1,0
1327,0969a,1414b,0,2,0,0,-1,0,-1,1,-1,0
1328,0555b,0555a,1,0,0,0,0,0,-1,0,-1,0
1329,0587c,1348c,0,2,-2,1,-1,2,-2,1,0,1
1330,1432a,1440c,0,0,4,0,3,0,-1,-1,-1,0
1331,1432a,1432b,1,1,-1,-1,1,2,1,-1,2,0
1332,1391c,1391a,1,-1,-2,0,0,2,-2,0,-2,0
1333,1448b,1448c,1,1,0,1,3,0,2,0,0,0
1334,1153a,1153b,1,-1,0,0,0,0,1,-1,-3,0
1335,1552a,1091c,0,-1,0,0,0,0,0,-1,-2,0
1336,0473a,0473b,1,2,-2,0,2,0,-2,0,-3,-1
1337,1330b,1330c,1,0,-1,0,-3,0,-1,-1,-3,0
1338,1167a,1402b,0,1,0,0,3,2,0,0,-1,0
1339,1201b,0535a,0,0,0,0,2,0,0,1,0,0
1340,1391a,1196c,0,0,-3,0,0,2,-1,0,1,-1
1341,1181a,1181b,1,-1,-2,0,4,-1,0,-2,0,0
1342,0302a,0302c,1,0,0,0,0,0,0,-2,-2,1
1343,1248a,1248c,1,1,-2,0,0,0,-1,1,0,0
1344,0896a,0319b,0,1,0,0,-1,0,0,0,0,0
1345,0322b,1254a,0,-1,3,0,0,0,1,-1,-3,1
1346,1197a,1197b,1,0,1,0,0,0,0,0,2,0
1347,1483a,1493b,0,-2,1,0,3,0,0,-1,-1,0
1348,0560c,0560b,1,0,-1,0,0,0,0,-1,0,0
1349,0327b,0580b,0,-1,1,0,1,2,0,2,-1,0
1350,0472c,1114a,0,2,0,0,0,2,0,0,1,1
1351,0469a,0469b,1,-1,3,-2,-3,0,1,-3,-3,0
1352,1274a,0319c,0,1,3,1,2,0,-1,0,-1,0
1353,0445c,1307b,0,-2,-3,0,0,0,2,0,0,-1
1354,1260a,0304a,0,-3,0,1,-3,-2,1,0,-1,-1
1355,0969b,0431b,0,0,-1,0,-3,2,-1,-1,0,0
1356,1219b,1219c,1,-2,-3,0,3,0,2,1,-2,-1
1357,0431b,0431a,1,1,-1,0,-1,-2,1,0,2,1
1358,1282b,1441c,0,-1,1,1,1,0,0,0,1,0
1359,1508b,1508a,1,1,0,0,-3,0,0,0,-2,0
1360,0313b,0587c,0,-1,0,1,-1,0,1,-1,4,0
1361,1259a,1259c,1,-1,0,0,0,0,-1,-1,1,0
1362,1252a,0544a,0,-1,0,0,2,0,1,0,1,0
1363,1448a,1448b,1,-2,2,-1,0,0,-1,-3,2,0
1364,0551c,0551a,1,3,0,0,0,0,-1,-1,3,0
1365,1039c,0451c,0,1,4,0,3,0,0,0,4,0
1366,1554a,1554b,1,0,1,0,0,0,0,0,0,0
1367,0355b,0460c,0,-2,0,0,0,2,0,1,1,0
1368,1257b,1257a,1,2,1,-1,1,2,2,0,1,1
1369,0402b,0381b,0,1,-1,0,3,2,1,1,1,0
1370,0549b,0549c,1,2,4,0,-1,0,0,2,2,1
1371,0564b,0564c,1,-2,0,-1,-4,0,0,-1,-3,-1
1372,1538c,0489b,0,-1,2,0,-3,0,2,1,-3,-1
1373,1307b,0927c,0,0,3,0,-3,2,1,1,4,1
1374,1367a,0564b,0,-1,-3,0,0,0,0,1,-4,0
1375,1443c,1484c,0,2,0,0,0,1,0,0,-3,-1
1376,0525b,0525c,1,1,0,0,-2,2,-1,-1,-1,1
1377,0561a,1452b,0,-1,1,0,-3,0,-1,-1,1,-1
1378,1378b,1378c,1,-1,1,0,0,0,0,0,-1,0
1379,0323c,0387b,0,0,0,0,0,0,-1,-1,2,1
1380,0538a,0538b,1,-1,-2,-1,-3,-2,-1,0,-2,0
1381,0327b,0327a,1,-1,0,1,-1,2,1,0,0,1
1382,0550c,1099a,0,-1,-1,0,0,2,1,1,-1,1
1383,1501b,1501a,1,-2,0,1,0,0,-2,-1,-1,0
1384,1201b,1447c,0,0,-2,1,-2,-2,0,1,-3,-1
1385,0349a,0349b,1,-1,0,0,-1,0,0,1,-3,0
1386,1174a,0435b,0,2,3,-1,-1,0,0,-2,3,1
1387,0579a,1352b,0,2,-1,0,2,0,-1,0,2,0
1388,1565a,1565b,1,-1,0,0,1,0,0,-3,-1,0
1389,1378c,1378a,1,0,0,0,2,0,-1,0,0,0
1390,0471c,0347b,0,0,1,-1,1,0,0,-3,0,0
1391,0532b,0547c,0,2,-2,0,0,0,-1,-1,2,0
1392,0538a,1363c,0,1,3,-1,2,2,1,0,2,1
1393,1567c,0520a,0,2,0,0,0,0,0,0,1,1
1394,1458a,1498b,0,-2,0,0,1,2,0,0,-2,0
1395,1178b,1178c,1,0,3,-2,0,0,0,0,-2,0
1396,0327a,0348c,0,0,0,1,-1,-1,-1,0,0,0
1397,1501c,1501b,1,2,1,0,3,0,0,-1,-1,1
1398,1394c,1394b,1,1,0,0,-3,0,0,1,-4,0
1399,0550a,0550b,1,-1,-1,0,3,1,-1,0,1,0
1400,1565a,1236b,0,-2,-1,0,-3,1,-1,0,-4,-1
1401,1341a,0354b,0,0,0,0,-1,-1,0,-2,-1,-1
1402,1334c,1294a,0,2,-1,0,3,0,-1,-1,0,0
1403,1155a,0315a,0,0,0,1,1,0,0,2,-1,0
1404,0422a,0422c,1,-1,0,0,1,1,0,1,2,0
1405,1471b,0927c,0,1,-2,-1,2,2,0,-2,0,0
1406,1305b,1305c,1,0,1,0,-2,2,0,1,0,0
1407,1422a,0387a,0,3,3,0,-1,0,1,2,0,0
1408,1460a,1090c,0,0,1,0,0,0,-1,-1,-1,1
1409,1483a,1483b,1,0,-3,0,-2,0,0,-1,-2,0
1410,1489b,1489c,1,-1,-3,0,0,2,0,2,1,0
1411,0552a,0552b,1,1,0,0,3,0,0,1,0,1
1412,0363b,0322b,0,-1,-1,1,3,0,-1,2,0,0
1413,1198a,1198b,1,2,-3,0,-3,-1,-1,-1,-1,0
1414,0488b,0488c,1,1,0,0,0,0,-1,0,-2,0
1415,0328b,0328a,1,0,-3,0,-3,0,0,1,2,-1
1416,1134b,1134c,1,0,-2,-1,-1,-1,-1,0,0,0
1417,1212a,1212c,1,1,-1,0,-3,0,-1,0,-1,0
1418,1562b,1416c,0,-1,0,1,1,-2,-2,-1,2,0
1419,1352a,1253b,0,1,3,0,-2,0,0,-2,-1,0
1420,0496a,0496e,1,-3,-1,0,3,-1,0,0,-2,-1
1421,1090c,1090a,1,0,0,0,3,0,0,0,-2,0
1422,0338b,0338a,1,2,0,0,-1,0,0,0,2,1
1423,1341a,1341c,1,-1,0,0,-3,0,-2,1,2,0
1424,1204a,1197b,0,1,0,0,3,2,1,0,1,1
1425,1471c,1212c,0,-2,0,1,-2,-1,-1,1,-3,0
1426,0477a,1365c,0,-2,0,0,-2,0,0,0,-1,0
1427,0422b,0422c,1,1,2,1,-3,2,1,0,0,0
1428,0451a,0451b,1,1,0,0,-4,0,2,1,0,0
1429,1408a,1408b,1,0,4,0,0,0,0,0,0,0
1430,0897c,1557a,0,0,3,0,0,2,0,0,0,0
1431,1271a,1271c,1,-1,1,0,2,0,1,0,1,0
1432,0531a,0562a,0,-2,1,0,-3,0,-3,-1,3,0
1433,0335b,0335c,1,0,0,1,2,1,-1,1,0,1
1434,0324c,0324a,1,-3,-3,1,-1,-1,1,-1,0,0
1435,0440c,0440a,1,0,-3,0,0,0,0,0,-1,0
1436,1303c,1303a,1,0,-4,1,0,0,-1,1,1,0
1437,1510b,1510c,1,-1,0,-1,-1,0,-1,2,1,0
1438,1406b,1406c,1,0,-2,0,-3,0,0,0,-3,0
1439,1367c,0537b,0,1,0,0,0,0,-2,1,-3,0
1440,1119b,1119c,1,1,-3,0,-1,0,-1,-1,-3,0
1441,1240b,1323a,0,2,-1,0,0,0,1,-1,1,1
1442,1386a,0458a,0,1,2,0,0,0,0,-1,2,0
1443,0531a,0531b,1,3,-2,0,0,0,0,0,1,0
1444,1325b,1325c,1,-1,-1,0,-3,0,2,0,2,0
1445,1413b,1413c,1,2,3,0,-3,0,0,0,1,1
1446,1167a,0518b,0,-2,1,0,-1,2,1,2,-3,0
1447,1236b,0471a,0,0,-4,0,1,0,1,-2,0,1
1448,1335a,1219b,0,1,0,0,-3,0,0,0,-1,0
1449,0381a,0381b,1,-2,0,0,-3,2,1,3,1,1
1450,1260a,1260b,1,0,-1,1,-2,0,-1,-3,1,0
1451,1294a,1504b,0,0,-3,1,1,0,-1,1,1,0
1452,0507a,0507b,1,-1,-1,0,3,0,0,-1,1,1
1453,1442a,1350a,0,1,3,1,0,0,0,-1,-1,0
1454,0318c,0318b,1,0,0,0,2,0,1,2,1,0
1455,1488a,1488b,1,2,-3,1,2,2,0,0,2,1
1456,1546b,1546c,1,-1,-2,0,-3,0,1,0,-1,0
1457,1510c,1510a,1,0,-3,0,-3,0,-2,0,0,0
1458,0323c,0323a,1,-1,0,-1,-2,0,-1,-3,-2,-1
1459,1531b,0301a,0,0,-2,0,-1,2,0,2,1,1
1460,1442a,1391b,0,0,1,0,3,-2,1,1,-1,-1
1461,0316b,0316a,1,0,1,0,2,0,0,3,-3,0
1462,1489a,0515a,0,0,1,-2,-2,2,1,-3,1,0
1463,0560a,0560b,1,1,4,0,2,0,-1,1,1,0
1464,0927a,0927b,1,-1,-4,0,3,0,0,0,1,1
1465,0363c,0363b,1,2,0,0,3,0,1,-1,3,0
1466,1222c,1417a,0,0,4,1,1,0,-1,0,0,0
1467,0458b,0597b,0,2,0,0,0,0,1,1,1,0
1468,1234a,1234c,1,-1,-1,1,-2,0,0,-1,2,0
1469,1208b,1208c,1,1,4,0,-2,0,2,-1,-1,1
1470,1253c,0311a,0,1,-3,-1,2,0,-1,1,-3,0
1471,0327c,0327a,1,-2,1,-1,-1,2,1,0,-1,1
1472,1442a,1442b,1,-1,1,0,2,0,0,-2,1,0
1473,1424a,1424c,1,0,0,0,-3,0,1,-2,0,1
1474,1140c,1140a,1,-1,1,0,0,0,1,-2,2,1
1475,0347a,0347b,1,0,0,0,3,0,0,0,-4,0
1476,1471b,1201a,0,1,-1,0,-3,0,1,-2,-1,0
1477,0354b,0354a,1,3,-3,0,-3,0,1,-1,0,0
1478,0507a,1064c,0,-2,1,0,1,2,0,0,-1,0
1479,1367a,1373a,0,0,0,0,-3,0,2,-1,1,1
1480,1144b,1144c,1,1,0,0,0,0,0,0,2,0
1481,1528c,1413a,0,0,-1,0,-2,0,-1,1,4,0
1482,1452b,1137c,0,-2,0,0,1,0,-1,0,0,0
1483,0422a,0422b,1,0,-1,0,0,0,-1,1,-4,0
1484,0333b,0587a,0,1,0,0,3,0,-1,-2,3,0
1485,1475a,1534a,0,-1,1,-1,0,0,0,0,1,0
1486,0355a,1555b,0,0,0,0,0,1,-1,-1,-1,-1
1487,1483b,1483c,1,-2,1,0,1,0,1,-1,-3,0
1488,1540c,0859a,0,2,-1,0,-1,0,0,-1,-1,0
1489,0372a,0349b,0,0,0,0,-3,2,0,0,2,1
1490,0411c,0411b,1,-1,-3,0,-3,0,-1,-1,0,0
1491,0457a,0457b,1,2,0,0,2,2,0,1,3,1
1492,1257c,1257a,1,1,2,0,-2,0,1,-1,-2,-1
1493,1408c,1408a,1,-3,0,0,0,2,0,-2,3,0
1494,0421a,0374a,0,-2,-3,0,-1,-2,-2,1,-2,-1
1495,0600b,0600c,1,0,-4,0,-1,0,1,-2,3,1
1496,1411a,1411c,1,0,0,0,1,2,1,2,-1,1
1497,1230a,1230b,1,-2,0,0,-3,0,-1,1,1,0
1498,0450c,0469b,0,0,1,0,0,-2,0,-1,-3,0
1499,0571b,0571c,1,0,1,0,3,0,0,0,-2,0
1500,0335a,0335b,1,1,-2,0,0,0,0,0,0,0
1501,1236c,0950b,0,3,-1,0,0,0,1,2,-1,0
1502,1364b,1364c,1,-2,0,0,1,0,0,0,3,0
1503,1149c,1504a,0,2,-2,1,1,2,1,0,1,0
1504,1091b,0401b,0,1,0,1,2,0,-1,-1,-2,0
1505,1377a,1377c,1,0,4,0,-1,0,-1,3,-2,0
1506,1323c,1319c,0,-1,0,1,0,2,-2,-1,-1,0
1507,0441b,1099c,0,0,-1,0,2,0,-1,1,1,0
1508,1391b,1391a,1,0,0,0,-2,0,1,1,-1,0
1509,0307b,0314a,0,0,0,0,-4,0,-1,1,-4,0
1510,0600a,0597b,0,-1,4,0,0,-2,1,0,1,1
1511,1257b,1217b,0,2,0,0,0,0,0,0,1,0
1512,1201a,1201b,1,1,-1,0,2,0,1,0,2,0
1513,1123b,0507b,0,0,0,1,0,0,0,0,-1,0
1514,0405b,1350c,0,2,0,0,0,0,1,-1,0,1
1515,0354a,0354c,1,3,3,0,0,0,1,-2,2,0
1516,1090c,1204b,0,2,1,0,-1,0,2,1,3,1
1517,0473b,0473c,1,1,3,0,0,0,1,-2,-3,0
1518,0405c,0405a,1,0,0,0,-3,-1,0,0,0,-1
1519,0594a,0594b,1,-1,1,0,-1,2,0,2,3,1
1520,1119a,1119b,1,-1,-1,0,3,0,3,-1,2,0
1521,0600a,0600c,1,-1,-3,0,0,2,-1,1,-3,0
1522,1382b,1431a,0,1,3,1,-2,0,-1,0,-3,0
1523,0375c,0375b,1,0,-3,0,3,-2,0,-3,-2,-1
1524,0496f,0496e,1,1,-3,0,1,2,-2,-2,-1,0
1525,1367b,0434a,0,0,1,0,0,-2,-1,-2,-1,-1
1526,0405c,0323b,0,-1,-3,0,-2,0,0,0,0,0
1527,0570c,0570a,1,-1,-3,0,-3,0,-1,-1,2,0
1528,0544a,1421a,0,1,-4,0,-3,0,-1,0,-2,0
1529,0413a,1504b,0,2,3,0,-1,2,1,0,0,1
1530,1149b,1149c,1,0,0,-1,0,0,-1,2,1,0
1531,0401b,0401c,1,-2,3,0,3,1,0,1,1,0
1532,0538b,0538c,1,-1,0,1,2,0,0,3,-1,0
1533,1234a,0307c,0,-1,-2,0,-2,0,0,0,0,-1
1534,1323a,1323c,1,0,0,1,-1,0,1,0,1,1
1535,0469b,0431a,0,0,1,-1,-2,2,-1,0,-3,0
1536,1461b,1461c,1,0,0,0,-3,0,-1,1,-2,0
1537,1533b,1533c,1,0,0,0,0,0,0,-1,3,1
1538,0412b,0969b,0,-1,1,0,1,0,0,0,0,0
1539,1165b,1165c,1,0,1,0,-3,-2,-1,-1,-3,1
1540,0338a,1521b,0,-1,0,1,0,2,-3,-1,3,0
1541,0562c,0532b,0,0,0,0,-3,0,0,-1,-1,0
1542,0560a,0521c,0,2,0,1,-3,-2,2,-1,1,1
1543,1164c,0491a,0,-1,-2,0,0,-2,0,1,0,-1
1544,1417c,1440c,0,1,0,1,2,2,0,2,-2,0
1545,1567b,0941c,0,-1,1,0,0,0,0,0,-4,0
1546,1129a,1554b,0,0,-1,0,-3,0,0,0,2,0
1547,1240a,1240b,1,1,-3,0,3,0,-1,-1,-1,1
1548,1267a,0595c,0,-1,0,0,0,0,1,-1,0,0
1549,0357b,0585b,0,1,-1,0,-2,0,2,3,-1,0
1550,1484b,1484c,1,-1,2,0,0,0,-2,-2,-4,0
1551,1408c,1408b,1,-1,-3,0,0,2,-1,1,-3,-1
1552,0471a,0471c,1,2,0,0,3,0,0,-2,2,0
1553,0340a,0340b,1,1,0,0,0,0,0,1,2,1
1554,1442a,1442c,1,-1,0,-1,2,2,-1,2,1,0
1555,1375b,1375a,1,0,-2,0,-3,0,0,0,-3,0
1556,0379c,1362c,0,2,3,0,1,0,1,-1,2,1
1557,0302a,0489a,0,1,-1,0,0,0,1,-1,2,0
1558,1335a,1335c,1,1,0,0,3,0,-1,-1,-1,1
1559,1483a,1483c,1,3,4,-1,-1,2,0,0,1,1
1560,0477a,1153b,0,-1,3,-1,-1,0,0,-1,0,0
1561,0355a,0969c,0,0,-2,0,-3,-2,-1,-1,-2,0
1562,1248a,1248b,1,-1,-2,0,-1,0,1,-2,1,0
1563,1231b,1231c,1,2,3,0,-1,0,-1,3,3,1
1564,1494b,1494c,1,2,-2,0,-3,0,0,0,-3,0
1565,0569a,0569b,1,0,-3,0,-3,0,0,0,3,0
1566,1323b,1323c,1,-1,0,-2,-2,2,0,0,1,0
1567,0521b,0521c,1,0,0,0,-1,0,0,0,1,1
1568,1416a,0461a,0,1,-4,0,-1,0,-1,0,-4,0
1569,0413a,0413b,1,1,-4,1,2,0,0,0,3,0
1570,1352c,1352a,1,0,4,2,3,2,-1,2,1,1
1571,1121a,0319c,0,-1,-2,0,-3,-2,-1,0,-2,0
1572,1330a,1330c,1,0,0,0,-4,0,0,1,-1,0
1573,1431c,1431a,1,2,-1,-1,-1,0,0,2,2,1
1574,1219c,1091a,0,-2,1,0,3,-2,2,2,1,-1
1575,1248b,1248c,1,1,3,0,-2,0,1,0,0,0
1576,0571b,0571a,1,-1,-4,-1,-3,-1,-2,-2,-2,0
1577,1181a,1501c,0,2,0,0,-3,0,1,-1,0,1
1578,1563a,1147c,0,1,2,0,0,0,-2,1,3,0
1579,0555b,0521a,0,1,-1,0,0,2,0,0,2,1
1580,1146a,1146b,1,3,0,0,1,0,1,-1,-2,0
1581,1180a,1442b,0,0,1,0,0,-2,2,-1,0,0
